@relation wpo_1_0_0 caption="WPO 1.0.0" description="generated from mbtr/random_state_4/split_6/.csv"
@attribute id numeric
@attribute Natoms numeric
@attribute percent_atom_al numeric
@attribute percent_atom_ga numeric
@attribute percent_atom_in numeric
@attribute vol_per_atom numeric
@attribute a numeric
@attribute b numeric
@attribute c numeric
@attribute alpha numeric
@attribute beta numeric
@attribute gamma numeric
@attribute a_b numeric
@attribute b_c numeric
@attribute a_c numeric
@attribute ecn_bond_dist_Al-Ga numeric
@attribute ecn_bond_dist_Al-In numeric
@attribute ecn_bond_dist_Al-O numeric
@attribute ecn_bond_dist_Ga-Al numeric
@attribute ecn_bond_dist_Ga-In numeric
@attribute ecn_bond_dist_Ga-O numeric
@attribute ecn_bond_dist_In-Al numeric
@attribute ecn_bond_dist_In-Ga numeric
@attribute ecn_bond_dist_In-O numeric
@attribute ecn_bond_dist_O-Al numeric
@attribute ecn_bond_dist_O-Ga numeric
@attribute ecn_bond_dist_O-In numeric
@attribute Ef numeric
@attribute mbtr_predE numeric
@attribute abs_error numeric
@attribute error numeric
@attribute sq_error numeric
@attribute norm_abs_error numeric
@attribute sum_Ef_and_normalized_error numeric
@attribute sum_pred_Ef_and_abs_error numeric
@data
311,80,0.5,0.21875,0.28125,10.5264824,9.443529383,9.443274495,9.443137366,90.00245659,89.99780867,90.00294614,1.000026991,1.000014522,1.000041513,2.989556487,2.93316503,2.000415246,3.124604259,3.126966913,1.994294111,3.119907155,3.17941231,1.993463359,1.844376949,1.31498082,1.477194659,0.228,0.231411688,0.003411688,0.003411688,1.16396150093e-05,0.0149635438596,0.24637523186,0.234823376
312,40,0.375,0.3125,0.3125,11.77276991,14.83053449,6.059099995,6.057075012,120.027712,90.05203565,88.13620961,2.447646433,1.000334317,2.448464723,3.098125632,3.298017263,2.03809707,3.205954853,3.303286115,2.004412415,3.21746671,3.220646483,2.004727744,1.888559337,1.778258617,1.425709426,0.3049,0.323665681,0.018765681,0.018765681,0.000352150783394,0.0615470022958,0.385212683296,0.342431362
313,80,0.21875,0.0625,0.71875,12.3107089,9.949382007,9.949293896,9.949120333,89.99891172,90.00097335,90.00125314,1.000008856,1.000017445,1.000026301,0.944140414,3.287084219,2.097205325,1.652241205,3.287080418,2.111085948,3.361153462,2.433365632,2.105650516,1.382106937,0.534666286,2.107074399,0.1801,0.170917012,0.009182988,-0.009182988,8.43272686081e-05,0.0509882731816,0.221905285182,0.1801
314,80,0.375,0.3125,0.3125,11.28762911,24.44939239,6.23730268,6.120639061,89.99981529,104.6574737,90.00015808,3.91986627,1.019060692,3.994581635,3.213037562,3.246711402,1.890578607,2.516346643,3.258885048,1.888406254,3.202808371,3.27217883,1.927508611,1.571499149,1.367196677,1.500538882,0.123,0.121634218,0.001365782,-0.001365782,1.86536047152e-06,0.0111039186992,0.132738136699,0.123
315,20,0.625,0.0,0.375,11.10684655,12.08654595,6.133969061,3.10059002,89.99954366,90.00019097,104.9066656,1.970428255,1.978323165,3.89814386,0.0,3.272207521,1.887875908,0.0,0.0,0.0,3.219258911,0.0,1.872938707,1.771946816,0.0,1.460340613,0.3638,0.281935161,0.081864839,-0.081864839,0.0067018518645,0.22502704508,0.50696220608,0.3638
316,80,0.3125,0.34375,0.34375,11.24042449,24.30564885,6.536004576,6.53571337,119.9932017,90.01141346,90.00477655,3.718731921,1.000044556,3.718897613,3.29882046,3.360337824,2.021972913,3.268021646,3.40810863,1.960463209,3.268021646,3.352058246,2.083438101,1.69008718,1.613148334,1.91933062,0.2421,0.244020938,0.001920938,0.001920938,3.69000279984e-06,0.00793448161917,0.251955419619,0.245941876
317,80,0.125,0.0625,0.8125,13.14780652,11.0872505,10.05766108,9.432404904,90.00066586,90.00030626,89.99714772,1.102368673,1.066288098,1.175442595,0.840878903,3.337573816,2.003059334,1.681757806,3.363523124,1.981791658,2.694303064,2.324266767,2.000408626,0.69578218,0.334937607,2.060869607,0.1827,0.17647621,0.00622379,-0.00622379,3.87355619641e-05,0.0340656267105,0.21054183671,0.1827
318,60,0.833333333,0.166666667,0.0,8.982147107,13.20990611,9.706879344,4.853208497,120.001665,89.98641872,90.01458212,1.360880839,2.000095267,2.721891326,3.135976637,0.0,1.881470995,2.774080284,0.0,1.88146369,0.0,0.0,0.0,1.881596605,0.851807445,0.0,0.0274,0.025425754,0.001974246,-0.001974246,3.89764726852e-06,0.0720527737226,0.0974785277226,0.0274
319,40,0.0625,0.625,0.3125,11.58591737,14.77315647,10.07609015,5.935020232,31.90552391,95.94646731,97.01024395,1.466159616,1.69773476,2.489150145,3.32130773,3.328781268,1.920510489,0.998976568,3.122987475,1.919606029,1.405200153,3.103315597,1.919733911,0.32074538,1.953094154,1.574894417,0.3146,0.235594581,0.079005419,-0.079005419,0.00624185623137,0.251129748887,0.486724329887,0.3146
320,30,0.333333333,0.666666667,0.0,9.624292309,13.4593253,4.977225563,4.976814077,120.0005424,89.995212,90.00617042,2.704182306,1.000082681,2.704405889,3.072396984,0.0,1.92721484,1.536198492,0.0,1.927214837,0.0,0.0,0.0,0.963633385,1.606043886,0.0,0.0778,0.060931232,0.016868768,-0.016868768,0.000284555333838,0.216822210797,0.277753442797,0.0778
321,80,0.0,0.8125,0.1875,10.95507957,9.569934289,9.569905957,9.569492426,90.00432497,90.00507565,89.99380505,1.000002961,1.000043213,1.000046174,0.0,0.0,0.0,0.0,3.156558353,2.025371044,0.0,3.161580771,2.017148439,0.0,2.023891907,1.246388689,0.1253,0.121671162,0.003628838,-0.003628838,1.31684652302e-05,0.0289611971269,0.150632359127,0.1253
323,80,0.375,0.625,0.0,9.8812436,9.246558102,9.246264209,9.246027817,90.00494924,90.00475569,89.99501822,1.000031785,1.000025567,1.000057353,3.056153581,0.0,1.957569064,3.078609225,0.0,1.954133888,0.0,0.0,0.0,1.727994174,1.963113225,0.0,0.1004,0.102148636,0.001748636,0.001748636,3.0577278605e-06,0.0174166932271,0.119565329227,0.103897272
324,40,0.25,0.4375,0.3125,11.97078754,14.92407913,6.090498571,6.088243032,120.0197876,90.04205398,88.15591078,2.4503871,1.000370475,2.451294906,3.155635632,3.14410435,2.037599469,3.251426602,3.121037731,2.05352812,3.31914447,3.217644188,2.015335884,1.462401227,1.983913326,1.435654483,0.3146,0.235594581,0.079005419,-0.079005419,0.00624185623137,0.251129748887,0.486724329887,0.3146
325,40,0.3125,0.6875,0.0,10.18138123,9.296770363,8.675872899,5.049186435,90.00193072,90.00211323,89.99957546,1.071565994,1.71827145,1.841241254,3.073719749,0.0,1.825125297,3.15223975,0.0,1.83546159,0.0,0.0,0.0,1.38124885,1.814206241,0.0,0.0668,0.077217239,0.010417239,0.010417239,0.000108518868383,0.155946691617,0.233163930617,0.087634478
327,60,0.583333333,0.083333333,0.333333333,10.24396935,13.7083546,10.17616204,5.087757059,120.0015055,89.99161585,90.00894054,1.347104591,2.000127349,2.694380734,1.593647161,3.198038012,1.968759714,2.878754465,2.996792332,1.968769671,2.937794692,2.984504591,1.968777626,1.992221429,0.679667092,1.804620414,0.2503,0.234937948,0.015362052,-0.015362052,0.000235992641651,0.0613745585298,0.29631250653,0.2503
328,30,0.833333333,0.166666667,0.0,8.982147107,13.20990611,4.853439677,4.853208497,120.0016651,89.98641872,90.01458218,2.721761676,1.000047634,2.721891326,2.519790345,0.0,1.881475307,2.774080284,0.0,1.881442132,0.0,0.0,0.0,1.881595518,1.301040824,0.0,0.0257,0.028406562,0.002706562,0.002706562,7.32547785984e-06,0.105313696498,0.133720258498,0.031113124
329,30,0.666666667,0.25,0.083333333,9.421602575,13.3864781,4.937879988,4.937587634,120.0013801,89.98975235,90.01132542,2.710976802,1.00005921,2.711137319,1.100371652,0.869077978,1.921239586,2.934324406,3.083179252,1.921251407,3.332937022,2.735018114,1.921204131,1.601117122,0.980317507,0.660098205,0.1055,0.104410589,0.001089411,-0.001089411,1.18681632692e-06,0.0103261706161,0.114736759616,0.1055
330,80,0.03125,0.5,0.46875,12.20040651,24.76548608,6.42251537,6.351151481,90.00024639,104.9427116,90.00008375,3.856041543,1.01123637,3.899369454,3.211257685,3.239305506,1.956558867,0.625250591,3.370841023,1.935384306,1.13024807,3.285509934,1.933972669,0.262333802,1.878947105,1.618034931,0.2113,0.225881326,0.014581326,0.014581326,0.000212615067918,0.0690076952201,0.29488902122,0.240462652
332,30,0.416666667,0.166666667,0.416666667,10.72322774,13.88493465,5.172555073,5.172171967,120.0012656,89.99415942,90.00606396,2.684347378,1.000074071,2.68454621,1.960244369,2.965923329,2.008575077,3.159520154,3.307314653,2.008682012,2.87578529,0.567371754,2.008660616,2.028370207,0.66956757,1.693579222,0.2135,0.237764593,0.024264593,0.024264593,0.000588770473456,0.113651489461,0.351416082461,0.262029186
333,80,0.40625,0.59375,0.0,9.839302929,9.233465017,9.233144691,9.232939158,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,3.051654055,0.0,1.950172806,3.081312295,0.0,1.954350422,0.0,0.0,0.0,1.639711718,1.921241925,0.0,0.1086,0.101562722,0.007037278,-0.007037278,4.95232816493e-05,0.0647999815838,0.166362703584,0.1086
334,80,0.75,0.0625,0.1875,10.16799879,23.77579788,6.285559435,6.285178407,120.0003534,90.01232853,90.01046639,3.782606485,1.000060623,3.782835799,2.105570741,3.20958154,1.914935968,3.142629459,1.571294602,2.08286932,3.142647793,0.523764867,2.038118164,1.909302061,0.5208044,1.514514226,0.2416,0.252198541,0.010598541,0.010598541,0.000112329071329,0.0438681332781,0.296066674278,0.262797082
335,80,0.21875,0.25,0.53125,12.09888791,24.55406417,6.40416818,6.37726893,90.00005467,105.1611262,90.00010676,3.834075477,1.004217989,3.850247565,2.377335543,3.252432898,1.909695296,1.639676268,3.275509435,1.913247032,3.336730564,3.375760435,1.930309295,1.023429288,1.207050992,1.965654333,0.1309,0.146679504,0.015779504,0.015779504,0.000248992746486,0.120546249045,0.267225753045,0.162459008
336,80,0.3125,0.15625,0.53125,11.5631285,9.743752638,9.743692157,9.743512244,90.00165207,89.99825133,90.00198684,1.000006207,1.000018465,1.000024672,2.577040231,3.222555924,2.059289511,3.222576355,3.222558297,2.064724531,3.254532515,3.199528969,2.060250998,1.696432745,1.088384772,1.987047843,0.2214,0.217861748,0.003538252,-0.003538252,1.25192272155e-05,0.0159812646793,0.233843012679,0.2214
337,20,0.5,0.0,0.5,11.61100376,12.13499252,6.287976845,3.15334458,89.99972816,90.00015579,105.1789883,1.929872329,1.994065883,3.848292571,0.0,3.256124894,1.88736144,0.0,0.0,0.0,3.256124894,0.0,1.906219105,1.614225573,0.0,1.638790825,0.2549,0.279465906,0.024565906,0.024565906,0.000603483737601,0.0963746802668,0.375840586267,0.304031812
339,40,0.0,0.875,0.125,11.00580623,9.522099869,8.905346959,5.191564782,90.00137072,90.00116567,89.9969272,1.069256472,1.715349289,1.834148329,0.0,0.0,0.0,0.0,2.359357654,1.879927965,0.0,3.041040354,1.89103088,0.0,1.923731646,0.672409969,0.1015,0.182088774,0.080588774,0.080588774,0.00649455049482,0.793978068966,0.976066842966,0.262677548
340,80,0.40625,0.0,0.59375,11.62066044,9.759898634,9.75988969,9.759567723,89.99930013,90.00090775,90.00151222,1.000000916,1.00003299,1.000033906,0.0,3.228425414,2.071923818,0.0,0.0,0.0,3.224482916,0.0,2.058695276,2.038175275,0.0,2.074244008,0.2332,0.208285857,0.024914143,-0.024914143,0.000620714521424,0.106835947684,0.315121804684,0.2332
341,80,0.4375,0.28125,0.28125,10.61434583,9.469716304,9.469452139,9.469376845,90.00270991,89.99738225,90.00305727,1.000027897,1.000007951,1.000035848,3.233900406,3.132120156,1.999826323,3.135935182,3.182750775,2.004858773,3.134077808,3.229573116,2.004868488,1.896638688,1.476389175,1.565486611,0.2328,0.23254707,0.00025293,-0.00025293,6.39735849e-08,0.00108646907217,0.233633539072,0.2328
342,40,0.0,0.5,0.5,12.24705252,9.84024859,9.219985424,5.399521407,90.00016076,89.99892136,89.99838172,1.067273769,1.707556046,1.822429776,0.0,0.0,0.0,0.0,3.295857142,1.939841876,0.0,3.295436957,1.963008561,0.0,1.875532532,1.951800533,0.2089,0.180860337,0.028039663,-0.028039663,0.000786222701154,0.134225289612,0.315085626612,0.2089
343,60,0.0,0.958333333,0.041666667,10.18982588,13.67232499,10.16272181,5.08083026,119.9998834,90.00069088,90.00054135,1.345340869,2.000208881,2.690962754,0.0,0.0,0.0,0.0,1.323716492,1.97710663,0.0,2.761809648,1.977086441,0.0,1.97713046,0.33869182,0.0906,0.093123225,0.002523225,0.002523225,6.36666440063e-06,0.0278501655629,0.120973390563,0.09564645
344,80,0.125,0.0,0.875,13.3737448,11.15658549,10.11068883,9.484861141,90.00085002,90.00039827,89.99670157,1.103444649,1.065981745,1.176251853,0.0,3.279577394,2.01761064,0.0,0.0,0.0,3.145716972,0.0,2.010075976,1.013345708,0.0,2.042066314,0.2385,0.259065637,0.020565637,0.020565637,0.000422945425216,0.0862290859539,0.345294722954,0.279631274
345,80,0.46875,0.53125,0.0,9.755777997,9.207278869,9.206905667,9.206761847,90.00457718,90.00459382,89.99566568,1.000040535,1.000015621,1.000056157,3.041813384,0.0,1.945832666,3.045593115,0.0,1.948247674,0.0,0.0,0.0,1.840924056,1.880131503,0.0,0.1093,0.110351754,0.001051754,0.001051754,1.10618647652e-06,0.00962263494968,0.11997438895,0.111403508
346,80,0.90625,0.03125,0.0625,9.610900528,23.49786473,6.147124369,6.146714422,120.0045148,90.00812787,90.00573005,3.822578383,1.000066694,3.822833325,1.027924233,1.700831716,1.903580804,3.073251957,0.0,1.774146219,3.073251957,0.0,2.042260716,1.880015539,0.191136843,0.694206373,0.2295,0.235899328,0.006399328,0.006399328,4.09513988516e-05,0.0278837821351,0.263783110135,0.242298656
347,30,0.25,0.5,0.25,10.45818403,13.78120134,5.12743604,5.126994211,120.0006918,89.99679268,90.0038974,2.687737347,1.000086177,2.687968968,1.877109872,2.18744153,1.991623979,1.940274517,2.639356853,1.991611149,3.091272193,2.878829447,1.991598403,1.718552358,2.030871668,1.34739455,0.1739,0.198660719,0.024760719,0.024760719,0.000613093205397,0.142384813111,0.341045532111,0.223421438
348,80,0.21875,0.4375,0.34375,11.58990667,24.60355056,6.29923083,6.184570916,90.00000352,104.6856989,90.00012889,3.905802347,1.018539672,3.97821464,3.23964308,3.259352938,1.911286709,3.066676729,3.249929291,1.90695611,2.933767988,3.238427838,1.929396484,1.158687673,1.712418512,1.543533916,0.147,0.134911414,0.012088586,-0.012088586,0.000146133911479,0.0822352789116,0.217146692912,0.147
349,80,0.40625,0.3125,0.28125,10.91230368,24.15470583,6.460047801,6.459771186,119.9951024,90.01348578,90.00590548,3.739090882,1.000042821,3.739250994,3.303516417,3.230023642,1.968634321,3.325529764,3.230020191,2.053829485,3.26529994,3.265334424,1.984787693,1.776335338,1.575663738,1.799460528,0.3365,0.334035303,0.002464697,-0.002464697,6.07473130181e-06,0.00732450817236,0.341359811172,0.3365
350,80,0.5625,0.0,0.4375,11.17936412,24.2382275,6.527402837,6.52696138,119.9944182,90.01581276,90.01391323,3.713303454,1.000067636,3.713554607,0.0,3.26364045,2.018810212,0.0,0.0,0.0,3.263599159,0.0,2.018786326,1.916994417,0.0,1.928214391,0.3848,0.374374565,0.010425435,-0.010425435,0.000108689694939,0.0270931262994,0.401467691299,0.3848
351,80,0.28125,0.5,0.21875,11.16914453,24.57157886,6.21149716,6.043571868,89.99989612,104.3742719,90.00015456,3.95582228,1.027785769,4.065737845,3.176322192,2.181536689,1.919609498,3.221240175,2.510629332,1.911396649,3.284513496,3.268489903,1.878310599,1.621215828,1.791633462,0.914606642,0.1978,0.200605946,0.002805946,0.002805946,7.87333295492e-06,0.0141857735086,0.214791719509,0.203411892
352,80,0.46875,0.1875,0.34375,11.03420596,10.40657859,9.528749403,8.901991997,90.00250573,90.00071154,90.00082369,1.092124281,1.070406422,1.169016844,2.591907846,3.244722803,1.871474977,3.16221258,3.170452073,1.904461441,3.126634124,3.231379135,1.888855745,1.726873828,1.19816261,1.524227679,0.276,0.267962374,0.008037626,-0.008037626,6.46034317159e-05,0.0291218333333,0.297084207333,0.276
353,80,0.03125,0.03125,0.9375,13.75713938,11.26974568,10.19951003,9.574689532,90.00009203,90.0003187,89.99592423,1.104930104,1.06525752,1.177035103,0.0,3.291309854,2.074347097,0.0,3.29132615,2.034876814,1.31964224,1.288379288,2.028157363,0.280413487,0.27505798,2.058960352,0.2061,0.199333402,0.006766598,-0.006766598,4.57868484936e-05,0.0328316254246,0.232165027425,0.2061
354,80,0.0,0.25,0.75,12.75936865,10.06874323,10.06866969,10.0686632,89.9977123,90.00149458,90.00168185,1.000007304,1.000000645,1.000007948,0.0,0.0,0.0,0.0,3.326524352,2.146945363,0.0,3.326530903,2.123535894,0.0,1.972425961,2.124775538,0.0846,0.078238129,0.006361871,-0.006361871,4.04734026206e-05,0.0751994208038,0.153437549804,0.0846
355,80,0.375,0.46875,0.15625,10.8768245,24.49063931,6.14985489,5.960354257,89.99976785,104.2355123,90.0001779,3.982311737,1.031793518,4.108923439,3.181188906,2.981351309,1.889306838,3.199113115,2.851114649,1.893702319,3.168948231,3.236112169,1.923005531,1.560075153,1.589409505,0.953807432,0.1095,0.100217289,0.009282711,-0.009282711,8.61687235095e-05,0.0847736164384,0.184990905438,0.1095
356,80,0.25,0.75,0.0,10.05019832,9.298930513,9.298742366,9.298382489,90.00544114,90.00496924,89.99416348,1.000020234,1.000038703,1.000058938,3.072086704,0.0,1.966496517,3.132540218,0.0,1.966497624,0.0,0.0,0.0,1.414248373,1.968816509,0.0,0.097,0.097557974,0.000557974,0.000557974,3.11334984676e-07,0.00575230927835,0.103310283278,0.098115948
357,40,0.1875,0.0,0.8125,13.04749637,10.03380014,9.40749068,5.529017108,90.00041701,89.99734448,90.00128821,1.066575613,1.701476139,1.814752956,0.0,3.230788092,2.012621086,0.0,0.0,0.0,3.425521124,0.0,1.990235694,1.433891582,0.0,2.026542159,0.2554,0.247599533,0.007800467,-0.007800467,6.08472854181e-05,0.0305421574002,0.2781416904,0.2554
358,20,0.75,0.0,0.25,10.61510753,12.03811207,5.980051139,3.04783547,89.99935245,90.00022703,104.6228607,2.013045004,1.962064947,3.949725039,0.0,2.717993229,1.867814068,0.0,0.0,0.0,3.168097807,0.0,1.867814068,1.726631922,0.0,0.969746592,0.3008,0.252162675,0.048637325,-0.048637325,0.00236558938316,0.161693234707,0.413855909707,0.3008
359,80,0.5,0.40625,0.09375,10.21113995,10.11467884,9.304735879,8.679767032,90.00182922,90.00138442,90.00192521,1.087046314,1.072002952,1.165316857,3.051268385,2.773334781,1.831535419,3.048135564,2.795263129,1.83508068,3.000939692,3.110167818,1.84593967,1.797742807,1.644722608,0.656623368,0.1382,0.137384326,0.000815674,-0.000815674,6.65324074276e-07,0.00590212735166,0.143286453352,0.1382
361,80,0.6875,0.125,0.1875,10.2486003,23.82273344,6.304163617,6.303818972,119.9996868,90.01387718,90.00879849,3.778888824,1.000054672,3.779095425,2.067272613,2.988284365,1.954076542,3.151909486,3.321106063,1.954068129,3.151909486,2.213880579,1.95403728,1.936528572,0.78184547,1.250056582,0.3622,0.34353544,0.01866456,-0.01866456,0.000348365799994,0.0515310877968,0.395066527797,0.3622
363,80,0.3125,0.25,0.4375,11.56611762,10.58361418,9.667927253,9.042951848,90.00131003,90.0005064,90.00003187,1.094713883,1.06911188,1.170371617,3.240388678,3.17867514,1.929108945,3.275356149,3.2231229,1.905531851,3.250618911,3.286507768,1.908094515,1.762969535,1.306737952,1.803640505,0.2323,0.252950973,0.020650973,0.020650973,0.000426462685847,0.0888978605252,0.341848833525,0.273601946
364,30,0.666666667,0.25,0.083333333,9.421602575,13.3864781,4.937879988,4.937587634,120.0013801,89.98975235,90.01132542,2.710976802,1.00005921,2.711137319,1.175111516,0.794338114,1.921239586,3.133630708,3.282485549,1.921251407,2.735018114,2.894832856,1.921204131,1.601117122,0.960688736,0.660098205,0.1264,0.105100547,0.021299453,-0.021299453,0.000453666698099,0.168508330696,0.273608877696,0.1264
365,40,0.125,0.125,0.75,12.92442545,10.00463374,9.379950347,5.508958541,90.00024178,89.99758461,90.00047573,1.066597729,1.702672162,1.816066261,1.802578265,3.240131936,1.97459986,1.802578265,3.240132252,1.99432825,2.602300997,2.617434274,1.989028878,0.790050137,0.904216243,2.028131181,0.2422,0.259060754,0.016860754,0.016860754,0.000284285025449,0.0696150041288,0.328675758129,0.275921508
366,80,0.78125,0.15625,0.0625,9.764106976,23.59166288,6.183507091,6.1831864,120.0031133,90.01355528,90.00319786,3.815256057,1.000051865,3.815453935,3.166941,1.873471922,1.924403969,3.091587285,1.236669349,1.945947006,3.091529893,1.5457966,1.784698452,1.866642105,0.994408154,0.384230253,0.2771,0.314940014,0.037840014,0.037840014,0.00143186665952,0.13655725009,0.45149726409,0.352780028
367,80,0.5,0.0,0.5,11.61100375,24.26998505,6.30668915,6.287976845,89.99972825,105.1789883,90.00015579,3.848292578,1.002975886,3.85974466,0.0,3.254605835,1.882647022,0.0,0.0,0.0,3.254605835,0.0,1.910933522,1.768806928,0.0,1.902622852,0.1442,0.169507357,0.025307357,0.025307357,0.000640462318325,0.175501782247,0.345009139247,0.194814714
368,80,0.40625,0.4375,0.15625,10.83455627,24.45816228,6.14096717,5.953969164,89.99973106,104.2464839,90.00018297,3.982786685,1.031407285,4.107875202,3.13223296,2.744360788,1.890609386,3.142637511,2.772016894,1.887711439,3.177342205,3.12365217,1.920361639,1.594067431,1.667510019,0.9936016,0.0893,0.104247045,0.014947045,0.014947045,0.000223414154232,0.16738012318,0.27162716818,0.11919409
369,80,0.0,0.96875,0.03125,11.05842179,24.91342666,6.18654928,5.909211631,90.00016995,103.7502508,90.00013244,4.02703115,1.046933105,4.216032225,0.0,0.0,0.0,0.0,0.847021165,1.92022434,0.0,3.09327464,1.973239776,0.0,1.878801802,0.254086047,0.0081,0.011740955,0.003640955,0.003640955,1.3256553312e-05,0.449500617284,0.461241572284,0.01538191
370,80,0.21875,0.0,0.78125,12.51764773,10.00485801,10.00471612,10.00453742,89.99933589,90.00064081,90.0009649,1.000014182,1.000017862,1.000032044,0.0,3.305403169,2.136802525,0.0,0.0,0.0,3.173196124,0.0,2.110010919,1.869715822,0.0,2.108905191,0.139,0.125561646,0.013438354,-0.013438354,0.000180589358229,0.0966788057554,0.222240451755,0.139
371,80,0.4375,0.15625,0.40625,11.25726069,24.29200991,6.542791052,6.542414068,119.9936437,90.01478881,90.00856598,3.71279011,1.000057622,3.713004047,2.42380112,3.336483976,1.985001113,3.271446695,3.332260519,1.996589443,3.271357209,2.083384359,2.075545652,1.831487436,0.88411806,2.120971813,0.2478,0.250700786,0.002900786,0.002900786,8.4145594178e-06,0.0117061581921,0.262406944192,0.253601572
372,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.6643573,90.00011868,3.905096697,1.01931375,3.980518758,3.210122678,3.289598082,1.926962833,2.269387635,3.243319043,1.917109333,2.415247574,3.176743284,1.923655364,0.879153928,1.88421298,1.61064505,0.1634,0.178448046,0.015048046,0.015048046,0.000226443688418,0.0920933047736,0.270541350774,0.193496092
373,80,0.0,0.9375,0.0625,10.82787266,24.17934497,6.43156575,6.431499226,119.9933136,90.00799651,89.99581015,3.759480337,1.000010343,3.759519223,0.0,0.0,0.0,0.0,1.707308067,1.983447269,0.0,3.215749613,2.128446058,0.0,1.93985599,0.721043074,0.168,0.179027622,0.011027622,0.011027622,0.000121608446975,0.0656406071429,0.244668229143,0.190055244
374,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.000055356,3.036910164,0.0,1.941194954,3.036341273,0.0,1.942011794,0.0,0.0,0.0,1.871614189,1.707215012,0.0,0.1054,0.111101539,0.005701539,0.005701539,3.25075469685e-05,0.0540942979127,0.165195836913,0.116803078
375,30,0.666666667,0.083333333,0.25,9.890239291,13.57334746,5.02425301,5.0239592,120.0015801,89.99017854,90.01058651,2.701565274,1.000058482,2.701723266,1.13830406,3.119291883,1.953486232,2.773197765,3.678175111,1.953523722,2.773197765,1.22605837,1.953473738,1.953596989,0.670876723,1.667356114,0.171,0.198431096,0.027431096,0.027431096,0.000752465027761,0.160415766082,0.358846862082,0.225862192
376,80,0.875,0.0,0.125,9.568014534,9.147883409,9.147540021,9.147172627,90.00200071,89.99937458,90.0031406,1.000037539,1.000040165,1.000077705,0.0,2.536166979,1.934566446,0.0,0.0,0.0,3.022200242,0.0,1.934566996,1.931962821,0.0,0.694071982,0.1836,0.19701888,0.01341888,0.01341888,0.000180066340454,0.0730875816993,0.270106461699,0.21043776
377,80,0.03125,0.0,0.96875,13.45967949,10.24982553,10.24955475,10.24951305,89.99940127,90.00045272,90.00046785,1.000026419,1.000004068,1.000030487,0.0,3.386299982,2.189121785,0.0,0.0,0.0,1.406012941,0.0,2.166982021,0.273640906,0.0,2.160533742,0.0217,0.020222862,0.001477138,-0.001477138,2.18193667104e-06,0.068070875576,0.088293737576,0.0217
379,80,0.0,0.53125,0.46875,11.83427867,9.819296683,9.819272649,9.81910897,90.00284607,90.0032718,89.99577088,1.000002448,1.000016669,1.000019117,0.0,0.0,0.0,0.0,3.246127091,2.076201408,0.0,3.245289207,2.077066391,0.0,1.912336803,1.915798319,0.1313,0.135571785,0.004271785,0.004271785,1.82481470862e-05,0.0325345392232,0.168106324223,0.13984357
380,30,0.5,0.5,0.0,9.406971871,13.37618496,4.935960505,4.935608923,120.00091,89.9923634,90.00894955,2.709945703,1.000071234,2.710138742,2.503691638,0.0,1.920370007,2.430748665,0.0,1.920370004,0.0,0.0,0.0,1.619977081,1.619959565,0.0,0.0688,0.0621548,0.0066452,-0.0066452,4.415868304e-05,0.0965872093023,0.158742009302,0.0688
381,80,0.8125,0.1875,0.0,9.546973136,23.48789769,6.12790029,6.127599615,120.0047797,90.01418591,89.99902314,3.832943843,1.000049069,3.833131922,2.968041517,0.0,1.902927345,3.063655613,0.0,1.902972454,0.0,0.0,0.0,1.886852786,1.039206449,0.0,0.2278,0.228400011,0.000600011,0.000600011,3.60013200121e-07,0.00263393766462,0.231033948665,0.229000022
382,40,0.5,0.4375,0.0625,10.41832235,14.28622172,10.06757912,5.786202293,30.14344521,94.30214806,93.66388545,1.419032475,1.739928646,2.469015253,3.029387855,1.139331996,1.897215289,3.004744536,1.818269356,1.909639096,2.893101147,2.99696281,1.948372618,1.584988723,1.698442131,0.50439225,0.294,0.245645023,0.048354977,-0.048354977,0.00233820380067,0.164472710884,0.410117733884,0.294
383,30,0.25,0.75,0.0,9.734190339,13.50089569,4.997859211,4.997417851,120.000361,89.99660641,90.00479006,2.701335736,1.000088318,2.701574311,2.835188095,0.0,1.934811067,2.33954744,0.0,1.934827992,0.0,0.0,0.0,1.658872283,1.934865324,0.0,0.0761,0.07634152,0.00024152,0.00024152,5.83319104e-08,0.00317371879106,0.0795152387911,0.07658304
384,40,0.3125,0.375,0.3125,11.45256906,14.32330049,6.077623271,6.076688602,120.0025876,90.01693672,90.00382502,2.356727268,1.000153812,2.357089762,3.177386303,3.207700642,1.992831824,3.166858354,3.166947006,2.006962553,3.207700603,3.177409596,1.992831868,1.677483881,1.850342182,1.677462928,0.2733,0.319445509,0.046145509,0.046145509,0.00212940800087,0.168845623857,0.488291132857,0.365591018
