id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Ef,mbtr_predE,soap_predE,ngram_predE,atomic_predE,,
223,80,0.78125,0.125,0.09375,9.854312973,23.63182472,6.206713935,6.206372655,120.002486,90.01284229,90.00534237,3.80746156,1.000054989,3.807670927,1.920381294,1.925626687,1.970368184,0.2809,0.277550745,0.28377652,0.272665803,0.164807891,,
224,30,0.416666667,0.583333333,0,9.515220528,13.41775505,4.956592661,4.956211098,120.0007253,89.99379777,90.00755694,2.707052196,1.000076987,2.707260604,1.928024562,1.927976776,0,0.0638,0.063520614,0.06667621,0.076683836,0.102014881,,
225,30,0.833333333,0.166666667,0,8.982147107,13.20990611,4.853439677,4.853208497,120.0016651,89.98641872,90.01458218,2.721761676,1.000047634,2.721891326,1.889863396,1.889896138,0,0.0279,0.034609765,0.02965902,0.037847145,0.098500364,,
226,40,0.5625,0.125,0.3125,11.48008991,14.69024345,6.012060143,6.010385125,120.0397047,90.06768749,88.1058529,2.44346249,1.000278687,2.444143452,1.985359441,2.011290027,2.009745621,0.4139,0.413376968,0.40187192,0.403814123,0.284879635,,
227,40,0.625,0.25,0.125,10.40489646,14.20201829,10.11501142,5.829225072,29.82314173,91.7648478,92.01788136,1.404053609,1.73522403,2.436347562,1.947642189,1.916230551,1.995466558,0.2581,0.282208778,0.28476291,0.259767826,0.203803789,,
228,40,0.5,0.1875,0.3125,11.48207679,14.65535334,6.015571196,6.015509486,119.9989811,89.98894947,90.0062485,2.436236371,1.000010258,2.436261363,2.037277507,2.022514903,2.010764925,0.295,0.328434512,0.33973954,0.3026829,0.268679752,,
229,80,0.375,0.25,0.375,10.98631833,9.579024127,9.578834758,9.578736315,90.00235455,89.99760099,90.00267055,1.00001977,1.000010277,1.000030047,2.032469823,2.019109696,2.023563999,0.2176,0.214709683,0.21704238,0.228256377,0.247637307,,
230,80,0.5,0.21875,0.28125,10.5264824,9.443529383,9.443274495,9.443137366,90.00245659,89.99780867,90.00294614,1.000026991,1.000014522,1.000041513,1.997120057,1.994298571,1.999318003,0.2279,0.23006468,0.23210814,0.231497272,0.252029091,,
231,80,0.0625,0.46875,0.46875,12.04509548,10.73515855,9.789875466,9.168844422,89.99890905,90.00026804,89.99927634,1.096557212,1.06773275,1.170830047,1.907041518,1.947245077,1.938084062,0.2092,0.205882508,0.2180285,0.21485884,0.211062601,,
232,80,0.53125,0.46875,0,10.26721862,24.36951885,6.0179685,5.768384301,89.99953057,103.846891,90.00022448,4.049459357,1.043267609,4.224669782,1.869913386,1.876106534,0,0.0353,0.035277481,0.03205561,0.033378784,0.103442803,,
233,80,0.90625,0.0625,0.03125,9.486684327,9.855439106,9.096673471,8.465368235,90.00539654,90.00130384,90.00234664,1.08341133,1.074575047,1.164206781,1.789915839,1.754319388,1.838774671,0.071,0.079572188,0.07000233,0.069995837,0.12458982,,
234,80,0.78125,0,0.21875,9.957401898,9.270277284,9.270006835,9.269648051,90.00172642,89.9993379,90.00278169,1.000029175,1.000038705,1.000067881,1.962277689,0,1.953997745,0.2364,0.24225257,0.24064795,0.218156777,0.289185221,,
235,30,0.833333333,0.083333333,0.083333333,9.207334684,13.30333851,4.89661795,4.896385643,120.0017557,89.98682032,90.0141149,2.716842246,1.000047445,2.716971146,1.905988399,1.906016197,1.905960594,0.0951,0.112242718,0.10732052,0.089673062,0.153284664,,
236,40,0.875,0,0.125,10.4642823,14.20946343,5.834602183,5.833662206,120.0540024,90.09671455,89.16968852,2.43537828,1.00016113,2.435770692,1.947288664,0,2.002798202,0.3252,0.359391113,0.34040013,0.289263413,0.221276506,,
237,80,0.1875,0.8125,0,10.72185276,24.7267632,6.11573341,5.83882135,89.99994243,103.7247944,90.00016754,4.04313948,1.04742602,4.234889495,1.95034011,1.888396446,0,0.0004,0.010133434,0.00328622,1.00E-08,0.081753223,,
238,80,0.4375,0.375,0.1875,10.33719824,9.386598545,9.386258292,9.386249392,90.00334529,90.0035709,89.99673963,1.00003625,1.000000948,1.000037198,1.984132698,1.989426983,1.978530426,0.201,0.199760816,0.21402469,0.2010118,0.198092743,,
239,20,0.25,0,0.75,12.65696145,12.23192314,6.596236778,3.25885368,90.00007848,90.00008759,105.6922728,1.854379027,2.024097252,3.753443493,1.925981114,0,1.925981114,0.3557,0.330924902,0.34790811,0.338530599,0.246135391,,
240,80,0.84375,0.125,0.03125,9.567832944,9.884655318,9.120524749,8.490283985,90.0048238,90.00136645,90.00232799,1.083781426,1.074230823,1.164231413,1.797322865,1.780526467,1.769690167,0.0787,0.085043072,0.0737332,0.078672092,0.122791786,,
241,80,0.46875,0.15625,0.375,11.13446467,10.4412418,9.555260715,8.928214884,90.00261982,90.0006675,90.00067233,1.092721812,1.070231938,1.169465782,1.890128351,1.868975646,1.89720591,0.2585,0.265803777,0.24619006,0.260202333,0.288108873,,
242,80,0,0.15625,0.84375,13.30300171,24.69903049,6.743534332,6.64127779,90.00037002,90.00003795,105.8246281,3.66262397,1.015397119,3.719017826,0,1.956653563,1.948952925,0.1637,0.162313029,0.16546684,0.16435973,0.173694404,,
243,80,0.78125,0.21875,0,9.345237856,9.076348558,9.075875437,9.075710962,90.00331727,89.99786506,90.00404361,1.00005213,1.000018123,1.000070253,1.920180816,1.916709708,0,0.0948,0.092245373,0.0965478,0.072727865,0.095956994,,
244,30,0.916666667,0.083333333,0,8.877967896,13.1683368,4.832811448,4.832610513,120.0018581,89.98487897,90.01600587,2.724777687,1.000041579,2.724890981,1.882242837,1.882268673,0,0.015,0.028214416,0.02643271,0.035452118,0.109470392,,
245,40,0.25,0.75,0,10.56198491,14.2908593,10.17705896,5.85962747,29.72419632,90.92026347,91.05828052,1.404222905,1.736809893,2.438868234,1.934727291,1.973281708,0,0.1798,0.175973256,0.18919876,0.18162018,0.088360337,,
246,80,0.71875,0.09375,0.1875,10.19847364,10.11639634,9.3007767,8.67121816,90.0043032,90.00100503,90.00181415,1.087693713,1.072603241,1.166663801,1.840173342,1.806868305,1.823114229,0.1875,0.188695814,0.19517072,0.197380826,0.230510213,,
247,40,0.25,0.4375,0.3125,11.54314902,14.35613965,6.094658893,6.093671506,120.0027866,90.01737164,90.00412622,2.355527996,1.000162035,2.355909674,2.03014925,2.022591969,1.997688168,0.3276,0.32449301,0.3382268,0.346649699,0.225891856,,
248,20,0.375,0,0.625,12.12767632,12.18345164,6.442068036,3.20609913,89.99990636,90.0001214,105.4406183,1.891232997,2.009316548,3.800085757,1.914582664,0,1.909426003,0.3497,0.342064774,0.35177795,0.348561354,0.265078463,,
249,30,0.166666667,0,0.833333333,12.41417827,14.47685895,5.450532276,5.450063481,120.0013694,89.99635316,90.00170248,2.656044991,1.000086016,2.656273455,2.10352726,0,2.103568746,0.1609,0.167808677,0.15748393,0.121579923,0.175147223,,
250,80,0.53125,0.3125,0.15625,10.11735923,9.319613407,9.319249374,9.319193493,90.00318549,89.9971702,90.00358049,1.000039062,1.000005996,1.000045059,1.972043214,1.969595957,1.969597488,0.1924,0.182836545,0.18240313,0.178634563,0.208508011,,
251,40,0.125,0.875,0,10.43802081,9.368339104,8.750637679,5.093025444,90.00203469,90.00194192,89.99767454,1.070589304,1.718160998,1.839444787,1.858207349,1.846155977,0,0.0504,0.051581385,0.05730357,0.050644284,0.07609206,,
252,80,0,0.34375,0.65625,12.44583416,9.985544218,9.985530478,9.985529918,90.00193173,90.00218962,89.99706809,1.000001376,1.000000056,1.000001432,0,2.114959798,2.110135768,0.1033,0.109744216,0.09991464,0.123049751,0.147680673,,
253,80,0.46875,0,0.53125,11.33148368,9.678283744,9.678247421,9.677912559,90.00101617,89.99929561,90.00170681,1.000003753,1.000034601,1.000038354,2.049050348,0,2.044817856,0.2513,0.255903802,0.25568465,0.254791683,0.272009691,,
254,80,0.34375,0.1875,0.46875,11.59112912,24.44297765,6.618517456,6.618126358,119.9918941,90.01391101,90.0059539,3.693119768,1.000059095,3.693338013,2.033384233,2.090829267,2.036666806,0.3753,0.36314864,0.35384962,0.368283879,0.255988317,,
255,40,0.125,0.5625,0.3125,12.17114039,15.0176373,6.121927534,6.119443617,120.0119194,90.03242295,88.17519477,2.453089687,1.000405906,2.45408541,2.032890789,2.042828725,2.025174795,0.3175,0.32372597,0.36331686,0.322811019,0.252053172,,
256,20,0.625,0.375,0,10.14552651,12.13605481,5.749193353,2.99565267,89.99941606,90.00023988,103.8806004,2.11091436,1.919178886,4.05122227,1.894699547,1.815544159,0,0.0077,0.016572205,0.01528675,0.01057388,0.100211412,,
257,80,0,0.3125,0.6875,12.54976735,10.01326748,10.01325259,10.01324111,89.9972832,90.00178461,90.00201791,1.000001487,1.000001146,1.000002634,0,2.121850348,2.115753443,0.0969,0.102488026,0.09607771,0.116488689,0.162475982,,
258,20,0.25,0.5,0.25,11.29529074,12.29790596,6.081997579,3.11893722,89.99994141,90.00014536,104.4479396,2.022017569,1.950022444,3.942979641,1.910071236,1.891496345,1.947221017,0.0999,0.109931163,0.09240998,0.093819431,0.204215544,,
259,40,0.0625,0.25,0.6875,13.32338696,15.16116327,6.371849762,6.370076864,119.9996552,90.0094655,89.99936141,2.379397481,1.000278317,2.380059706,2.185478465,2.133261145,2.108502319,0.322,0.337487618,0.33551414,0.312579059,0.209411807,,
260,80,0.65625,0.0625,0.28125,10.57241632,10.24960112,9.404161309,8.774799674,90.00407476,90.00083818,90.00139526,1.089900607,1.071723761,1.168072378,1.848198109,1.904461193,1.865289371,0.2094,0.224377869,0.22490648,0.205627407,0.278124524,,
261,80,0.40625,0.59375,0,9.839302929,9.233465017,9.233144691,9.232939158,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,1.952157187,1.952992687,0,0.1055,0.104410589,0.09998582,0.094769154,0.101523572,,
262,80,0,0.84375,0.15625,11.39275974,24.88043983,6.25650751,6.03704618,90.00020243,104.1052194,90.00011638,3.976729795,1.036352435,4.121293608,0,1.920200572,1.972335556,0.0209,0.027248475,0.02224396,0.022179081,0.096792412,,
263,80,0.375,0.625,0,10.0967816,10.06914858,9.272915072,8.65095232,90.00019855,90.00188988,90.00216218,1.08586658,1.071895293,1.163935276,1.806156595,1.839647136,0,0.072,0.074492134,0.07739594,0.073546757,0.099714898,,
264,80,0.34375,0.0625,0.59375,11.99588382,24.60388941,6.711017205,6.710544175,119.9903985,90.01686055,90.00588699,3.666193761,1.000070491,3.666452194,2.084655684,1.937161783,2.079527378,0.3501,0.318807233,0.32922537,0.324084574,0.271627209,,
265,20,0,0.75,0.25,11.64615649,12.42785019,6.133059241,3.15448809,90.00022638,90.00010474,104.3620644,2.026370479,1.944232809,3.939735968,0,1.931207742,1.931207742,0.1389,0.108762958,0.10887208,0.142210776,0.105793087,,
266,80,0.6875,0.125,0.1875,10.2409894,10.13100468,9.312703523,8.683676018,90.00400864,90.0010154,90.00178122,1.087869345,1.072437929,1.166672347,1.837066337,1.818488789,1.846023315,0.185,0.172427314,0.18564493,0.190321137,0.223025748,,
267,10,0.75,0,0.25,10.35365677,11.92808058,3.165986713,3.165777362,119.9992276,90.01183976,90.01397408,3.76757127,1.000066129,3.767820417,2.006673389,0,1.827594653,0.7676,0.50500698,0.6031615,0.585392955,0.30190836,,
268,80,0.6875,0.3125,0,10.06494185,24.20717523,5.97352991,5.73640403,89.99933925,103.9031723,90.00025034,4.052407135,1.041337026,4.219921593,1.88234071,1.810263984,0,0.0081,0.011740955,0.02372378,0.010403144,0.097383793,,
269,30,0.416666667,0.583333333,0,9.515220528,13.41775505,4.956592661,4.956211098,120.0007253,89.99379777,90.00755694,2.707052196,1.000076987,2.707260604,1.928005977,1.927990051,0,0.069,0.06716349,0.07233855,0.08363264,0.102014881,,
270,60,0.666666667,0.083333333,0.25,9.890239291,13.57334746,10.04850602,5.0239592,120.0015801,89.99017854,90.01058646,1.350782637,2.000116964,2.701723266,1.945050219,1.944995923,1.94499378,0.1762,0.173032568,0.17738301,0.207843283,0.262914292,,
271,40,0.625,0.375,0,10.00642883,13.78292894,5.791243858,5.790432912,120.003584,90.01622472,89.99968734,2.379960036,1.000140049,2.380293348,1.909519198,1.922741515,0,0.1796,0.172481181,0.17817948,0.195377193,0.100211412,,
272,80,0.4375,0.0625,0.5,11.5546126,24.41266059,6.612226117,6.611788343,119.992398,90.0163,90.00966001,3.692048662,1.000066211,3.692293117,2.02431808,2.043742957,2.060528166,0.3156,0.338162718,0.33698393,0.29645639,0.297495273,,
273,80,0.8125,0.0625,0.125,9.905900531,23.64853418,6.220751294,6.22036949,120.0022118,90.01110099,90.00818816,3.801555964,1.00006138,3.801789302,1.9503351,1.795447191,1.862517796,0.4192,0.39238868,0.37999946,0.392375333,0.189869534,,
274,40,0.25,0.4375,0.3125,11.64460192,14.80154454,10.37015715,6.008179872,30.34281962,91.00796991,91.17110876,1.427321141,1.72600644,2.463565482,2.026177744,2.021139079,1.976591894,0.2846,0.317943382,0.31196426,0.34244568,0.225891856,,
275,80,0.375,0.40625,0.21875,10.76442294,24.09783412,6.423682089,6.423466476,119.9956938,90.01295354,90.00447385,3.751405158,1.000033566,3.751531079,1.989385768,1.978986161,2.008699324,0.3132,0.295227226,0.27817516,0.299559058,0.191555276,,
276,30,0,0.5,0.5,11.58472625,14.18623301,5.318970073,5.318441245,120.0005433,89.99992879,89.9995001,2.667101491,1.000099433,2.667366688,0,2.065837965,2.065841537,0.1612,0.146251008,0.14770655,0.131072986,0.099451449,,
277,80,0.09375,0.09375,0.8125,12.82081025,10.08495258,10.08480404,10.08472676,89.99874007,90.00098103,90.00104515,1.000014729,1.000007663,1.000022392,2.125785367,2.125774686,2.134434931,0.1117,0.121982866,0.11695351,0.132539912,0.176443182,,
278,80,0,0.90625,0.09375,10.92349912,24.21951742,6.454512799,6.454479739,119.9928768,90.00740171,89.9954082,3.752338585,1.000005122,3.752357804,0,1.985075784,2.135063936,0.1605,0.181182136,0.16689396,0.161111332,0.093700672,,
279,30,0.666666667,0.166666667,0.166666667,9.654028289,13.47991219,4.981064854,4.980771717,120.0014788,89.98999962,90.010937,2.706231014,1.000058854,2.706390286,1.937371336,1.937325865,1.937362239,0.1405,0.139900527,0.14986059,0.166644695,0.21800934,,
280,80,0.34375,0.40625,0.25,11.16557852,24.49836973,6.21121128,6.062864451,89.99983286,104.4804139,90.00016076,3.944217742,1.024468109,4.040725292,1.878510117,1.899289259,1.939289106,0.0866,0.082357401,0.08404902,0.087913663,0.19721427,,
281,80,0.5625,0.4375,0,10.22654571,24.33704809,6.00908078,5.761986397,89.99949258,103.8581078,90.00022959,4.050045087,1.042883542,4.223725364,1.875704237,1.863160302,0,0.0339,0.031097891,0.03737232,0.026130877,0.102689092,,
282,60,0.166666667,0.833333333,0,9.844917725,13.54246624,10.03698721,5.018022412,120.0001813,89.99798153,90.0034157,1.349256102,2.0001878,2.698765595,1.942427071,1.942428354,0,0.0741,0.063404123,0.07914341,0.076095113,0.079704957,,
283,80,0.96875,0.03125,0,9.316402088,9.791562456,9.046314353,8.414233123,90.0058274,90.00133704,90.00240827,1.082381407,1.07512048,1.163690418,1.779042387,1.753204155,0,0.0417,0.034553898,0.04351343,0.044843621,0.120217811,,
284,40,0.125,0.5625,0.3125,12.17114039,15.0176373,6.121927534,6.119443617,120.0119194,90.03242295,88.17519477,2.453089687,1.000405906,2.45408541,2.012016969,2.05326382,2.056358717,0.3639,0.35636313,0.34778721,0.36130718,0.252053172,,
285,20,0.125,0.625,0.25,11.46981781,12.36287424,6.107521189,3.13671265,90.0000846,90.00012508,104.404871,2.024204887,1.947108923,3.941347398,1.957798528,1.913206903,1.920638841,0.1602,0.130457277,0.15028763,0.171775934,0.221969062,,
286,80,0.0625,0.03125,0.90625,13.38504038,24.61755208,6.795367575,6.65848147,90.00031846,90.00004157,105.9838331,3.622696169,1.020558157,3.697172124,1.946962549,1.935821529,1.947346722,0.2404,0.24971247,0.2498013,0.250765935,0.090039436,,
287,80,0.53125,0.375,0.09375,10.16870274,10.10006854,9.29280861,8.667307924,90.00213263,90.00136894,90.00195418,1.086869316,1.072167816,1.165306301,1.827081087,1.841561577,1.819010534,0.1541,0.141167432,0.14120347,0.15381335,0.193253392,,
288,30,0.75,0.25,0,9.087134027,13.25147559,4.874068701,4.873807348,120.0014738,89.98793678,90.0131647,2.718770785,1.000053624,2.718916577,1.889089114,1.889103054,0,0.0492,0.041859331,0.04026202,0.052223767,0.095759154,,
289,80,0.53125,0.21875,0.25,10.39057755,9.402729811,9.402451239,9.402311383,90.00253882,89.99780988,90.00306021,1.000029628,1.000014875,1.000044503,1.988102892,1.981931282,1.995042014,0.232,0.234788541,0.22927653,0.216759285,0.244571481,,
290,40,0.75,0.25,0,9.839518151,13.95874697,9.873491799,5.691370532,30.14917133,92.51858144,92.28881796,1.413759919,1.734817957,2.452616095,1.879375756,1.942178306,0,0.1327,0.176667182,0.2000006,0.179286655,0.095759154,,
291,80,0.96875,0.03125,0,9.359678912,23.37068635,6.08280647,6.082384783,120.0065851,90.00626249,90.00149277,3.842089415,1.000069329,3.842355784,1.885158593,2.023285755,0,0.2093,0.214678726,0.2022517,0.210829813,0.120217811,,
292,40,0.5625,0.4375,0,10.08922873,13.81574477,5.80827504,5.807408174,120.0037126,90.01715151,89.99950872,2.378631293,1.000149269,2.378986349,1.927667872,1.908986045,0,0.1586,0.167239551,0.16550052,0.168723909,0.102689092,,
293,80,0.90625,0.09375,0,9.433743096,23.4175585,6.100663872,6.100292075,120.0058732,90.00989907,90.00032178,3.838526264,1.000060947,3.838760212,1.908686615,1.760723081,0,0.2513,0.255903802,0.25568465,0.254791683,0.107621254,,
294,40,0.4375,0.25,0.3125,11.36478714,14.67985883,10.29051437,5.960990146,30.32611299,90.94582763,91.09781881,1.426542766,1.726309576,2.462654437,2.016025967,2.022486424,1.994737808,0.3366,0.339247162,0.35664068,0.345314995,0.245475187,,
295,40,0.875,0.0625,0.0625,10.01953325,14.04403753,5.740417823,5.740203359,119.9967295,89.99984411,90.00158487,2.446518348,1.000037362,2.446609754,1.932202272,1.842100086,1.958810829,0.2444,0.23948791,0.23788363,0.278540615,0.146465363,,
296,20,0.125,0.5,0.375,11.8077505,12.34637975,6.235763696,3.17169177,90.00011795,90.00010982,104.7350131,1.979930663,1.966068631,3.892679568,1.952551584,1.924515351,1.91516994,0.2463,0.247751573,0.25663625,0.279845274,0.262916109,,
297,30,0.25,0.166666667,0.583333333,11.47806686,14.15495794,5.300247256,5.299805953,120.0011613,89.99623115,90.00316713,2.670622191,1.000083268,2.670844568,2.056119585,2.056088498,2.056155192,0.2522,0.260220304,0.26655087,0.201117214,0.249468724,,
298,80,0.65625,0.125,0.21875,10.37929619,10.18027541,9.351140622,8.722355403,90.00383535,90.00095334,90.00163422,1.088666701,1.072088924,1.167147512,1.847139866,1.842049274,1.839520801,0.2228,0.227347339,0.20710976,0.216507618,0.240785353,,
299,30,0.416666667,0.5,0.083333333,9.749166071,13.51118863,4.999778772,4.999396717,120.0008285,89.99399842,90.0071864,2.702357293,1.00007642,2.702563808,1.94412999,1.944120494,1.944072979,0.1196,0.121196539,0.10109336,0.124947037,0.16665816,,
300,80,0.5,0.25,0.25,10.95163311,24.33598584,6.16677268,6.030994379,89.99965013,104.5348682,90.00018631,3.94630824,1.022513419,4.035153129,1.879657076,1.879657076,1.91678871,0.1396,0.136012165,0.13042484,0.142867828,0.236857651,,
301,80,0.4375,0.5625,0,9.797481111,9.22037194,9.220025171,9.219850501,90.0047015,90.00464795,89.99544922,1.00003761,1.000018945,1.000056556,1.958153711,1.943452804,0,0.091,0.111419874,0.10441454,0.094757408,0.102808035,,
302,80,0,0.5,0.5,11.93477885,9.847004289,9.846981564,9.84684526,90.00268992,90.00308505,89.99598791,1.000002308,1.000013842,1.00001615,0,2.082472987,2.082469558,0.1273,0.127030938,0.13364627,0.141425172,0.099451449,,
303,40,0,0.8125,0.1875,11.20657022,9.57512353,8.957781817,5.226221871,90.00107413,90.00082329,89.99718801,1.068916806,1.714007181,1.832131082,0,1.884833903,1.928383073,0.0948,0.092245373,0.0965478,0.072727865,0.099198335,,
304,40,0.375,0.625,0,10.4320875,14.31891073,10.08087863,5.782494553,30.10503871,94.64678927,93.83616175,1.420403048,1.74334425,2.476251486,1.897814909,1.901529066,0,0.0966,0.15226085,0.16201592,0.122938021,0.099714898,,
305,80,0.125,0.4375,0.4375,11.81825036,24.56747877,6.665989765,6.665671916,119.9900345,90.00471,90.00061207,3.685496023,1.000047684,3.685671764,2.19562712,2.040561133,2.040561133,0.3615,0.365168183,0.36271751,0.369902415,0.25568079,,
306,80,0.03125,0.03125,0.9375,13.35076759,10.22208617,10.22184173,10.22180362,89.99918966,90.00060396,90.00060273,1.000023914,1.000003728,1.000027642,2.154674143,2.15469348,2.162284015,0.0409,0.037874374,0.03994849,0.049517299,0.081660631,,
307,80,0.28125,0.28125,0.4375,11.75391456,24.51383971,6.33392406,6.268150882,89.99995874,104.9481126,90.00012774,3.870245282,1.010493235,3.910856674,1.900249949,1.905461368,1.926679286,0.1469,0.151785479,0.15316503,0.155544566,0.243469973,,
308,40,0.25,0.625,0.125,11.01124435,14.53137591,10.18130018,5.897507587,30.32332085,90.88205097,91.02551755,1.427261318,1.726373392,2.463985963,1.95577177,1.992815048,2.048107918,0.1852,0.274611231,0.27619044,0.245289539,0.151701196,,
309,60,0.708333333,0.041666667,0.25,9.834597652,13.55256228,10.02787138,5.01365675,120.001671,89.98949167,90.01126303,1.35148944,2.000111272,2.703129264,1.941220235,1.941184995,1.941219585,0.2137,0.196773326,0.19930502,0.220088681,0.275291439,,
310,40,0.5,0.1875,0.3125,11.2725285,14.63930778,10.26396703,5.945260945,30.32049095,90.92487717,91.07310803,1.426281645,1.726411528,2.462349074,1.99424013,2.001955583,2.02650605,0.3983,0.39556625,0.39551321,0.439089055,0.268679752,,
311,80,0.5,0.21875,0.28125,10.5264824,9.443529383,9.443274495,9.443137366,90.00245659,89.99780867,90.00294614,1.000026991,1.000014522,1.000041513,2.000415246,1.994294111,1.993463359,0.228,0.231411688,0.22455807,0.229114355,0.252029091,,
312,40,0.375,0.3125,0.3125,11.77276991,14.83053449,6.059099995,6.057075012,120.027712,90.05203565,88.13620961,2.447646433,1.000334317,2.448464723,2.03809707,2.004412415,2.004727744,0.3049,0.323665681,0.35503696,0.344000748,0.224496101,,
313,80,0.21875,0.0625,0.71875,12.3107089,9.949382007,9.949293896,9.949120333,89.99891172,90.00097335,90.00125314,1.000008856,1.000017445,1.000026301,2.097205325,2.111085948,2.105650516,0.1801,0.170917012,0.17439766,0.176533862,0.245218374,,
314,80,0.375,0.3125,0.3125,11.28762911,24.44939239,6.23730268,6.120639061,89.99981529,104.6574737,90.00015808,3.91986627,1.019060692,3.994581635,1.890578607,1.888406254,1.927508611,0.123,0.121634218,0.120023,0.135024538,0.224496101,,
315,20,0.625,0,0.375,11.10684655,12.08654595,6.133969061,3.10059002,89.99954366,90.00019097,104.9066656,1.970428254,1.978323165,3.89814386,1.887875908,0,1.872938707,0.3638,0.281935161,0.32845092,0.365515877,0.307644954,,
316,80,0.3125,0.34375,0.34375,11.24042449,24.30564885,6.536004576,6.53571337,119.9932017,90.01141346,90.00477655,3.718731921,1.000044556,3.718897613,2.021972913,1.960463209,2.083438101,0.2421,0.244020938,0.25040779,0.241142661,0.222526515,,
317,80,0.125,0.0625,0.8125,13.14780652,11.0872505,10.05766108,9.432404904,90.00066586,90.00030626,89.99714772,1.102368673,1.066288098,1.175442595,2.003059334,1.981791658,2.000408626,0.1827,0.17647621,0.19239198,0.181871277,0.176875617,,
318,60,0.833333333,0.166666667,0,8.982147107,13.20990611,9.706879344,4.853208497,120.001665,89.98641872,90.01458212,1.360880839,2.000095267,2.721891326,1.881470995,1.88146369,0,0.0274,0.025425754,0.0282846,0.046446094,0.098500364,,
319,40,0.0625,0.625,0.3125,11.58591737,14.77315647,10.07609015,5.935020232,31.90552391,95.94646731,97.01024395,1.466159616,1.69773476,2.489150145,1.920510489,1.919606029,1.919733911,0.3146,0.235594581,0.20811582,0.275312326,0.215678691,,
320,30,0.333333333,0.666666667,0,9.624292309,13.4593253,4.977225563,4.976814077,120.0005424,89.995212,90.00617042,2.704182306,1.000082681,2.704405889,1.92721484,1.927214837,0,0.0778,0.060931232,0.08065437,0.096010553,0.096545965,,
321,80,0,0.8125,0.1875,10.95507957,9.569934289,9.569905957,9.569492426,90.00432497,90.00507565,89.99380505,1.000002961,1.000043213,1.000046174,0,2.025371044,2.017148439,0.1253,0.121671162,0.1168285,0.131782213,0.099198335,,
322,60,0.416666667,0,0.583333333,11.23365278,14.07181433,10.51792247,5.258578113,120.0014962,89.99389355,90.00569814,1.337889148,2.000145713,2.675973244,2.032357084,0,2.032357837,0.2481,0.238718604,0.23307613,0.242015287,0.265983533,,
323,80,0.375,0.625,0,9.8812436,9.246558102,9.246264209,9.246027817,90.00494924,90.00475569,89.99501822,1.000031785,1.000025567,1.000057353,1.957569064,1.954133888,0,0.1004,0.102148636,0.09857362,0.096942877,0.099714898,,
324,40,0.25,0.4375,0.3125,11.97078754,14.92407913,6.090498571,6.088243032,120.0197876,90.04205398,88.15591078,2.4503871,1.000370475,2.451294906,2.037599469,2.05352812,2.015335884,0.3146,0.235594581,0.20811582,0.275312326,0.225891856,,
325,40,0.3125,0.6875,0,10.18138123,9.296770363,8.675872899,5.049186435,90.00193072,90.00211323,89.99957546,1.071565994,1.71827145,1.841241254,1.825125297,1.83546159,0,0.0668,0.077217239,0.07087289,0.069781435,0.094688846,,
326,80,0,0.1875,0.8125,12.9712939,10.12421979,10.12408727,10.12408638,89.99814003,90.00121019,90.00135502,1.00001309,1.000000088,1.000013177,0,2.162299261,2.13622993,0.0641,0.058918973,0.06644883,0.086810352,0.183094797,,
327,60,0.583333333,0.083333333,0.333333333,10.24396935,13.7083546,10.17616204,5.087757059,120.0015055,89.99161585,90.00894054,1.347104591,2.000127349,2.694380734,1.968759714,1.968769671,1.968777626,0.2503,0.234937948,0.21684981,0.23410101,0.296564915,,
328,30,0.833333333,0.166666667,0,8.982147107,13.20990611,4.853439677,4.853208497,120.0016651,89.98641872,90.01458218,2.721761676,1.000047634,2.721891326,1.881475307,1.881442132,0,0.0257,0.028406562,0.02532133,0.037847145,0.098500364,,
329,30,0.666666667,0.25,0.083333333,9.421602575,13.3864781,4.937879988,4.937587634,120.0013801,89.98975235,90.01132542,2.710976802,1.00005921,2.711137319,1.921239586,1.921251407,1.921204131,0.1055,0.104410589,0.09998582,0.094769154,0.180901576,,
330,80,0.03125,0.5,0.46875,12.20040651,24.76548608,6.42251537,6.351151481,90.00024639,104.9427116,90.00008375,3.856041543,1.01123637,3.899369454,1.956558867,1.935384306,1.933972669,0.2113,0.225881326,0.21704739,0.215451842,0.168241647,,
331,80,0.46875,0.28125,0.25,10.47768392,9.428916639,9.428628845,9.4285508,90.00279236,89.9973815,90.00317134,1.000030523,1.000008278,1.000038801,1.994467533,1.990371599,1.997312008,0.2235,0.227663732,0.21864144,0.212497202,0.227685307,,
332,30,0.416666667,0.166666667,0.416666667,10.72322774,13.88493465,5.172555073,5.172171967,120.0012656,89.99415942,90.00606396,2.684347378,1.000074071,2.68454621,2.008575077,2.008682012,2.008660616,0.2135,0.237764593,0.22420456,0.225621198,0.277378871,,
333,80,0.40625,0.59375,0,9.839302929,9.233465017,9.233144691,9.232939158,90.00482552,90.00470187,89.99523344,1.000034693,1.000022261,1.000056955,1.950172806,1.954350422,0,0.1086,0.101562722,0.10885831,0.099644971,0.101523572,,
